 work_0, idle_0, heavy_0, work_1, idle_1, heavy_1, work_2, idle_2, heavy_2, work_3, idle_3, heavy_3,chunk_time, totalidle, total_heavy
0.0443292, 0.00039380044, 1334,0.0065325, 0.0381905, 0,0.0067089, 0.0380141, 0,0.0067178, 0.0380052, 0,0.044723, 0.114603594, 1334
0.0431311, 0.0005683005, 1334,0.0074751, 0.0362243, 0,0.0068122, 0.0368872, 0,0.0068525, 0.0368469, 0,0.0436994, 0.110526696, 1334
0.0428784, 0.0004441999, 1334,0.0066168, 0.0367058, 0,0.0069769, 0.0363457, 0,0.006762, 0.036560602, 0,0.0433226, 0.1100563, 1334
0.0428192, 0.0004840009, 1334,0.0066759, 0.0366273, 0,0.0070237, 0.0362795, 0,0.0065844, 0.0367188, 0,0.0433032, 0.1101096, 1334
0.0423364, 0.0003844984, 1334,0.0073569, 0.035364, 0,0.0062723, 0.036448598, 0,0.0063404, 0.0363805, 0,0.0427209, 0.108577594, 1334
0.0432132, 0.00044110045, 1334,0.0067781, 0.0368762, 0,0.0075122, 0.0361421, 0,0.0067567, 0.0368976, 0,0.0436543, 0.110357, 1334
0.0423601, 0.0004920997, 1334,0.0065441, 0.036308102, 0,0.0072528, 0.0355994, 0,0.0066427, 0.0362095, 0,0.0428522, 0.1086091, 1334
0.0423466, 0.000424698, 1334,0.0071421, 0.035629198, 0,0.0069329, 0.0358384, 0,0.0070428, 0.0357285, 0,0.0427713, 0.10762079, 1334
0.0433018, 0.0005220026, 1334,0.0076589, 0.036164902, 0,0.0072396, 0.036584202, 0,0.006724, 0.0370998, 0,0.0438238, 0.11037091, 1334
0.0425654, 0.00046079978, 1334,0.006899, 0.036127202, 0,0.0070297, 0.0359965, 0,0.006828, 0.036198203, 0,0.0430262, 0.10878271, 1334
0.0433843, 0.00042750314, 1334,0.0064037, 0.037408102, 0,0.0066361, 0.0371757, 0,0.007138, 0.036673803, 0,0.0438118, 0.11168511, 1334
0.0430073, 0.0004433021, 1334,0.0065382, 0.0369124, 0,0.0064861, 0.036964502, 0,0.0068403, 0.0366103, 0,0.0434506, 0.1109305, 1334
0.0423541, 0.00045730174, 1334,0.0067144, 0.036097, 0,0.0072663, 0.035545103, 0,0.0065448, 0.036266603, 0,0.0428114, 0.108366005, 1334
0.0431087, 0.00045299903, 1334,0.0064861, 0.0370756, 0,0.006591, 0.0369707, 0,0.0067932, 0.0367685, 0,0.0435617, 0.111267805, 1334
0.0429067, 0.00042259693, 1334,0.0072814, 0.0360479, 0,0.0066373, 0.036691997, 0,0.0068159, 0.0365134, 0,0.0433293, 0.1096759, 1334
0.0450755, 0.0004291013, 1334,0.0068808, 0.0386238, 0,0.0072807, 0.0382239, 0,0.0068101, 0.0386945, 0,0.0455046, 0.1159713, 1334
0.0426977, 0.0004388988, 1334,0.0063337, 0.0368029, 0,0.0062482, 0.036888402, 0,0.0067671, 0.0363695, 0,0.0431366, 0.110499695, 1334
0.0424906, 0.00035939738, 1334,0.0067962, 0.0360538, 0,0.0068134, 0.0360366, 0,0.0064798, 0.0363702, 0,0.04285, 0.10881999, 1334
0.0435146, 0.0005171001, 1334,0.0065524, 0.037479296, 0,0.0064491, 0.0375826, 0,0.0063511, 0.0376806, 0,0.0440317, 0.1132596, 1334
0.0447546, 0.0004153028, 1334,0.0066585, 0.038511403, 0,0.0066341, 0.0385358, 0,0.0067792, 0.0383907, 0,0.0451699, 0.115853205, 1334
0.0429514, 0.00038009882, 1334,0.0075965, 0.035735, 0,0.006671, 0.0366605, 0,0.0062723, 0.0370592, 0,0.0433315, 0.109834805, 1334
0.0428176, 0.00045999885, 1334,0.0067901, 0.036487497, 0,0.0063597, 0.0369179, 0,0.0065861, 0.036691498, 0,0.0432776, 0.1105569, 1334
0.0434125, 0.00041510165, 1334,0.0068472, 0.0369804, 0,0.006842, 0.036985602, 0,0.0068032, 0.0370244, 0,0.0438276, 0.11140551, 1334
0.0429789, 0.00046139956, 1334,0.007055, 0.0363853, 0,0.0068883, 0.036552, 0,0.0068403, 0.0366, 0,0.0434403, 0.1099987, 1334
0.042639, 0.00048130006, 1334,0.0068675, 0.036252797, 0,0.0067223, 0.036397997, 0,0.0065662, 0.036554098, 0,0.0431203, 0.109686196, 1334
0.0419995, 0.0005155988, 1334,0.0071564, 0.035358697, 0,0.0073396, 0.0351755, 0,0.0065573, 0.0359578, 0,0.0425151, 0.10700759, 1334
0.0426318, 0.0005653985, 1334,0.0065311, 0.0366661, 0,0.0065122, 0.036685, 0,0.0065083, 0.0366889, 0,0.0431972, 0.1106054, 1334
0.0423248, 0.0004829988, 1334,0.0072987, 0.0355091, 0,0.0066235, 0.0361843, 0,0.0065555, 0.036252297, 0,0.0428078, 0.108428694, 1334
0.0435853, 0.0005648993, 1334,0.0067801, 0.0373701, 0,0.0066783, 0.037471898, 0,0.0066046, 0.0375456, 0,0.0441502, 0.11295249, 1334
0.0431866, 0.00059779733, 1334,0.006314, 0.0374704, 0,0.0070517, 0.0367327, 0,0.0066743, 0.037110098, 0,0.0437844, 0.11191099, 1334
0.0430006, 0.0005591996, 1334,0.0067488, 0.036811, 0,0.0067838, 0.036776, 0,0.0071179, 0.0364419, 0,0.0435598, 0.110588096, 1334
0.0428821, 0.00052060187, 1334,0.007013, 0.0363897, 0,0.0076095, 0.0357932, 0,0.0071772, 0.0362255, 0,0.0434027, 0.10892901, 1334
0.0435597, 0.0005022995, 1334,0.0071976, 0.0368644, 0,0.007192, 0.03687, 0,0.0071954, 0.036866598, 0,0.044062, 0.1111033, 1334
0.0422913, 0.00037500262, 1334,0.0066928, 0.0359735, 0,0.0064705, 0.0361958, 0,0.006858, 0.035808302, 0,0.0426663, 0.10835261, 1334
0.0426194, 0.0003948994, 1334,0.0064643, 0.03655, 0,0.0065788, 0.0364355, 0,0.0065028, 0.0365115, 0,0.0430143, 0.10989189, 1334
0.0434037, 0.0004843995, 1334,0.006808, 0.037080098, 0,0.0067274, 0.0371607, 0,0.0070062, 0.0368819, 0,0.0438881, 0.1116071, 1334
0.0451032, 0.00042890012, 1334,0.0067244, 0.0388077, 0,0.0066244, 0.0389077, 0,0.0065373, 0.0389948, 0,0.0455321, 0.1171391, 1334
0.0438086, 0.00044489652, 1334,0.0063008, 0.0379527, 0,0.0067422, 0.037511297, 0,0.006784, 0.0374695, 0,0.0442535, 0.11337839, 1334
0.0442262, 0.0004456006, 1334,0.0064321, 0.0382397, 0,0.0067544, 0.037917398, 0,0.0064143, 0.038257502, 0,0.0446718, 0.1148602, 1334
0.0425611, 0.00068310276, 1334,0.0066542, 0.036590002, 0,0.0071035, 0.036140703, 0,0.0065922, 0.036652002, 0,0.0432442, 0.1100658, 1334
